PollingInstitute;Published;StartCollection;EndCollection;PollYear;PollMonth;PollWeek;Date_numeric;PolicyIndicator;IncumbentParty;Government;GovernmentSupport;SocialdemokraternaS;VänsterpartietV;MiljöpartietMP;ModeraternaM;LiberalernaL;CenterpartietC;KristdemokraternaKD;SverigedemokraternaSD;Övriga partierÖvriga;Unemployment;UnemploymentTrend;HouseholdConsumption;HouseholdConsumptionDetrended;ConsumerPriceIndexFixedInterest;ConsumerPriceIndex;ConsumerConfidence;GovtSearch
YouGov;2017-05-17T00:00:00Z;2017-05-11;2017-05-15;2017;May 2017;2017-20;17303;13;S MP;S_MP;27,4;25,3;8,1;2,1;16,0;5,4;12,8;2,9;23,6;3,8;7,2;6,7;1,3;1,9;1,9;1,7;100,62370;14
Inizio;2017-05-19T00:00:00Z;2017-05-10;2017-05-17;2017;May 2017;2017-20;17305;13;S MP;S_MP;28,7;25,7;7,2;3,0;16,8;4,7;13,6;4,2;20,8;4,0;7,2;6,7;1,3;1,9;1,9;1,7;100,62370;14
Ipsos;2017-05-24T00:00:00Z;2017-05-09;2017-05-22;2017;May 2017;2017-21;17310;13;S MP;S_MP;29,0;26,0;9,0;3,0;15,0;7,0;13,0;4,0;19,0;4,0;7,2;6,7;1,3;1,9;1,9;1,7;100,62370;14
SCB;2017-06-01T00:00:00Z;2017-04-28;2017-05-28;2017;Jun 2017;2017-22;17318;13;S MP;S_MP;35,6;31,1;6,3;4,5;18,1;5,0;11,3;3,2;18,4;2,1;7,4;6,7;0,8;1,7;1,9;1,7;100,45180;10
Sentio;2017-06-08T00:00:00Z;2017-06-01;2017-06-05;2017;Jun 2017;2017-23;17325;13;S MP;S_MP;27,8;24,7;7,9;3,1;15,9;4,2;11,2;3,5;25,0;4,5;7,4;6,7;0,8;1,7;1,9;1,7;100,45180;10
Demoskop;2017-06-08T00:00:00Z;2017-05-30;2017-06-07;2017;Jun 2017;2017-23;17325;13;S MP;S_MP;29,8;26,7;8,9;3,1;18,2;4,8;11,0;2,6;20,2;4,5;7,4;6,7;0,8;1,7;1,9;1,7;100,45180;10
Inizio;2017-06-17T00:00:00Z;2017-06-06;2017-06-13;2017;Jun 2017;2017-24;17334;13;S MP;S_MP;30,5;27,4;6,7;3,1;16,4;4,2;12,8;4,4;20,4;4,6;7,4;6,7;0,8;1,7;1,9;1,7;100,45180;10
Novus;2017-06-18T00:00:00Z;2017-05-08;2017-06-04;2017;Jun 2017;2017-24;17335;13;S MP;S_MP;31,6;27,3;7,6;4,3;16,6;5,6;13,3;3,1;19,3;2,9;7,4;6,7;0,8;1,7;1,9;1,7;100,45180;10
Sifo;2017-06-18T00:00:00Z;2017-06-05;2017-06-15;2017;Jun 2017;2017-24;17335;13;S MP;S_MP;33,2;29,2;7,7;4,0;15,9;6,2;13,4;2,9;18,0;2,7;7,4;6,7;0,8;1,7;1,9;1,7;100,45180;10
YouGov;2017-06-21T00:00:00Z;2017-06-16;2017-06-20;2017;Jun 2017;2017-25;17338;13;S MP;S_MP;26,5;22,3;8,0;4,2;17,4;5,3;11,7;3,4;24,0;3,7;7,4;6,7;0,8;1,7;1,9;1,7;100,45180;10
Ipsos;2017-06-22T00:00:00Z;2017-06-07;2017-06-19;2017;Jun 2017;2017-25;17339;13;S MP;S_MP;33,0;29,0;8,0;4,0;16,0;7,0;12,0;3,0;18,0;3,0;7,4;6,7;0,8;1,7;1,9;1,7;100,45180;10
Novus;2017-06-29T00:00:00Z;2017-06-05;2017-06-25;2017;Jun 2017;2017-26;17346;13;S MP;S_MP;31,8;27,3;8,4;4,5;15,9;5,8;12,5;3,3;20,0;2,3;7,4;6,7;0,8;1,7;1,9;1,7;100,45180;10
Inizio;2017-07-01T00:00:00Z;2017-06-16;2017-06-29;2017;Jul 2017;2017-26;17348;13;S MP;S_MP;30,2;27,1;7,0;3,1;16,8;4,7;12,4;4,0;21,1;3,8;6,6;6,7;1,8;1,5;2,4;2,2;100,29430;16
Demoskop;2017-07-05T00:00:00Z;2017-06-28;2017-07-04;2017;Jul 2017;2017-27;17352;13;S MP;S_MP;31,9;27,0;8,0;4,9;15,7;6,7;11,9;2,6;20,1;3,1;6,6;6,7;1,8;1,5;2,4;2,2;100,29430;16
Skop;2017-07-10T00:00:00Z;2017-06-07;2017-07-06;2017;Jul 2017;2017-28;17357;13;S MP;S_MP;31,5;27,1;7,3;4,4;15,0;6,4;12,8;3,0;20,2;3,8;6,6;6,7;1,8;1,5;2,4;2,2;100,29430;16
Sentio;2017-07-23T00:00:00Z;2017-07-14;2017-07-19;2017;Jul 2017;2017-29;17370;13;S MP;S_MP;26,2;22,4;9,2;3,8;12,7;5,7;11,6;3,8;26,8;4,0;6,6;6,7;1,8;1,5;2,4;2,2;100,29430;16
Demoskop;2017-08-09T00:00:00Z;2017-08-01;2017-08-08;2017;Aug 2017;2017-32;17387;13;S MP;S_MP;32,8;28,4;7,4;4,4;17,2;6,4;12,9;4,0;16,6;2,7;6,0;6,7;1,7;1,5;2,3;2,1;100,26710;11
Novus;2017-08-10T00:00:00Z;2017-07-31;2017-08-06;2017;Aug 2017;2017-32;17388;13;S MP;S_MP;33,2;29,3;7,6;3,9;15,2;5,5;12,8;4,3;18,7;2,7;6,0;6,7;1,7;1,5;2,3;2,1;100,26710;11
YouGov;2017-08-16T00:00:00Z;2017-07-15;2017-07-15;2017;Aug 2017;2017-33;17394;13;S MP;S_MP;29,0;24,9;8,0;4,1;17,8;5,3;10,5;2,6;23,0;3,8;6,0;6,7;1,7;1,5;2,3;2,1;100,26710;11
Inizio;2017-08-16T00:00:00Z;2017-08-07;2017-08-14;2017;Aug 2017;2017-33;17394;13;S MP;S_MP;31,3;28,7;6,8;2,6;16,0;4,1;12,9;4,8;20,1;4,0;6,0;6,7;1,7;1,5;2,3;2,1;100,26710;11
YouGov;2017-08-16T00:00:00Z;2017-08-11;2017-08-15;2017;Aug 2017;2017-33;17394;13;S MP;S_MP;29,7;25,4;8,2;4,3;16,1;4,6;11,5;2,9;23,6;3,4;6,0;6,7;1,7;1,5;2,3;2,1;100,26710;11
Sentio;2017-08-17T00:00:00Z;2017-08-11;2017-08-14;2017;Aug 2017;2017-33;17395;13;S MP;S_MP;27,8;23,5;8,6;4,3;15,1;4,1;10,5;3,2;27,4;3,3;6,0;6,7;1,7;1,5;2,3;2,1;100,26710;11
Sifo;2017-08-19T00:00:00Z;2017-08-07;2017-08-17;2017;Aug 2017;2017-33;17397;13;S MP;S_MP;34,1;30,0;6,4;4,1;16,2;6,2;12,4;3,6;18,3;2,8;6,0;6,7;1,7;1,5;2,3;2,1;100,26710;11
Ipsos;2017-08-22T00:00:00Z;2017-08-10;2017-08-21;2017;Aug 2017;2017-34;17400;13;S MP;S_MP;34,0;29,0;8,0;5,0;17,0;6,0;11,0;3,0;19,0;2,0;6,0;6,7;1,7;1,5;2,3;2,1;100,26710;11
Novus;2017-09-07T00:00:00Z;2017-08-07;2017-09-03;2017;Sep 2017;2017-36;17416;13;S MP;S_MP;34,5;29,7;6,8;4,8;16,3;5,4;12,0;3,9;18,1;3,0;6,2;6,6;1,9;1,5;2,3;2,1;100,39320;17
Demoskop;2017-09-08T00:00:00Z;2017-08-29;2017-09-05;2017;Sep 2017;2017-36;17417;13;S MP;S_MP;34,9;30,3;8,0;4,6;17,3;5,2;11,2;2,8;18,1;2,5;6,2;6,6;1,9;1,5;2,3;2,1;100,39320;17
Inizio;2017-09-09T00:00:00Z;2017-09-01;2017-09-06;2017;Sep 2017;2017-36;17418;13;S MP;S_MP;32,3;28,8;6,5;3,5;16,5;3,6;12,3;4,7;19,9;4,2;6,2;6,6;1,9;1,5;2,3;2,1;100,39320;17
Sifo;2017-09-16T00:00:00Z;2017-09-04;2017-09-14;2017;Sep 2017;2017-37;17425;13;S MP;S_MP;34,2;29,7;7,4;4,5;17,4;5,0;11,9;3,7;17,8;2,6;6,2;6,6;1,9;1,5;2,3;2,1;100,39320;17
Sentio;2017-09-16T00:00:00Z;2017-09-08;2017-09-11;2017;Sep 2017;2017-37;17425;13;S MP;S_MP;29,4;25,3;6,9;4,1;17,0;4,7;11,5;3,1;23,4;4,0;6,2;6,6;1,9;1,5;2,3;2,1;100,39320;17
Ipsos;2017-09-19T00:00:00Z;2017-09-07;2017-09-18;2017;Sep 2017;2017-38;17428;13;S MP;S_MP;33,0;29,0;7,0;4,0;16,0;6,0;13,0;3,0;18,0;4,0;6,2;6,6;1,9;1,5;2,3;2,1;100,39320;17
YouGov;2017-09-20T00:00:00Z;2017-09-14;2017-09-18;2017;Sep 2017;2017-38;17429;13;S MP;S_MP;29,4;26,3;7,5;3,1;16,0;5,5;9,4;3,1;25,3;3,8;6,2;6,6;1,9;1,5;2,3;2,1;100,39320;17
Demoskop;2017-10-03T00:00:00Z;2017-09-24;2017-10-01;2017;Oct 2017;2017-40;17442;13;S MP;S_MP;36,5;32,1;7,9;4,4;17,2;4,5;12,6;3,7;15,3;2,3;6,3;6,6;0,7;1,4;1,8;1,7;100,66990;15
Novus;2017-10-08T00:00:00Z;2017-09-04;2017-10-01;2017;Oct 2017;2017-40;17447;13;S MP;S_MP;33,7;29,4;7,9;4,3;16,2;6,4;12,5;3,5;17,5;2,3;6,3;6,6;0,7;1,4;1,8;1,7;100,66990;15
Sentio;2017-10-11T00:00:00Z;2017-10-05;2017-10-09;2017;Oct 2017;2017-41;17450;13;S MP;S_MP;29,9;25,9;8,8;4,0;16,8;5,5;9,6;2,3;22,8;4,3;6,3;6,6;0,7;1,4;1,8;1,7;100,66990;15
Inizio;2017-10-12T00:00:00Z;2017-10-03;2017-10-09;2017;Oct 2017;2017-41;17451;13;S MP;S_MP;33,3;30,1;6,6;3,2;18,7;3,7;11,5;4,4;17,9;3,9;6,3;6,6;0,7;1,4;1,8;1,7;100,66990;15
Sifo;2017-10-14T00:00:00Z;2017-10-02;2017-10-12;2017;Oct 2017;2017-41;17453;13;S MP;S_MP;34,3;30,5;8,3;3,8;18,6;6,1;12,3;2,9;15,0;2,5;6,3;6,6;0,7;1,4;1,8;1,7;100,66990;15
Ipsos;2017-10-25T00:00:00Z;2017-10-12;2017-10-22;2017;Oct 2017;2017-43;17464;13;S MP;S_MP;34,0;30,0;7,0;4,0;22,0;6,0;10,0;3,0;15,0;3,0;6,3;6,6;0,7;1,4;1,8;1,7;100,66990;15
YouGov;2017-10-26T00:00:00Z;2017-10-20;2017-10-23;2017;Oct 2017;2017-43;17465;13;S MP;S_MP;28,4;25,2;7,7;3,2;19,9;5,4;9,0;3,0;21,9;4,7;6,3;6,6;0,7;1,4;1,8;1,7;100,66990;15
Novus;2017-11-02T00:00:00Z;2017-10-02;2017-10-29;2017;Nov 2017;2017-44;17472;13;S MP;S_MP;33,8;29,8;7,6;4,0;20,6;4,8;10,8;3,8;16,2;2,4;5,8;6,5;1,6;1,4;2,0;1,9;100,86240;22
Demoskop;2017-11-02T00:00:00Z;2017-10-25;2017-11-01;2017;Nov 2017;2017-44;17472;13;S MP;S_MP;32,6;28,2;7,5;4,4;21,9;4,9;9,1;2,8;18,1;3,1;5,8;6,5;1,6;1,4;2,0;1,9;100,86240;22
Skop;2017-11-03T00:00:00Z;2017-10-10;2017-10-31;2017;Nov 2017;2017-44;17473;13;S MP;S_MP;31,8;28,3;7,4;3,5;22,2;4,8;11,9;3,4;16,0;2,5;5,8;6,5;1,6;1,4;2,0;1,9;100,86240;22
Sifo;2017-11-11T00:00:00Z;2017-10-30;2017-11-09;2017;Nov 2017;2017-45;17481;13;S MP;S_MP;34,0;29,8;6,9;4,2;22,4;5,4;10,3;3,1;14,7;3,2;5,8;6,5;1,6;1,4;2,0;1,9;100,86240;22
Inizio;2017-11-16T00:00:00Z;2017-11-08;2017-11-13;2017;Nov 2017;2017-46;17486;13;S MP;S_MP;32,6;28,6;6,8;4,0;23,2;3,3;10,1;4,0;15,4;4,6;5,8;6,5;1,6;1,4;2,0;1,9;100,86240;22
Ipsos;2017-11-22T00:00:00Z;2017-11-09;2017-11-19;2017;Nov 2017;2017-47;17492;13;S MP;S_MP;33,0;28,0;8,0;5,0;21,0;5,0;11,0;3,0;16,0;3,0;5,8;6,5;1,6;1,4;2,0;1,9;100,86240;22
YouGov;2017-11-23T00:00:00Z;2017-11-17;2017-11-20;2017;Nov 2017;2017-47;17493;13;S MP;S_MP;29,8;25,2;7,6;4,6;20,2;4,5;10,3;2,8;20,7;4,1;5,8;6,5;1,6;1,4;2,0;1,9;100,86240;22
Sentio;2017-11-24T00:00:00Z;2017-11-16;2017-11-21;2017;Nov 2017;2017-47;17494;13;S MP;S_MP;31,4;26,6;7,7;4,8;18,2;4,2;9,1;3,3;21,7;4,4;5,8;6,5;1,6;1,4;2,0;1,9;100,86240;22
Novus;2017-11-30T00:00:00Z;2017-10-30;2017-11-26;2017;Nov 2017;2017-48;17500;13;S MP;S_MP;33,6;28,6;7,3;5,0;19,9;5,5;11,0;3,6;16,6;2,5;5,8;6,5;1,6;1,4;2,0;1,9;100,86240;22
SCB;2017-12-05T00:00:00Z;2017-10-27;2017-11-28;2017;Dec 2017;2017-49;17505;13;S MP;S_MP;36,4;32,6;7,0;3,8;22,2;4,2;9,5;3,1;14,8;2,8;6,0;6,4;1,4;1,5;1,9;1,7;100,83310;16
Demoskop;2017-12-07T00:00:00Z;2017-11-28;2017-12-05;2017;Dec 2017;2017-49;17507;13;S MP;S_MP;31,0;27,1;8,5;3,9;20,9;5,8;9,1;3,0;18,3;3,4;6,0;6,4;1,4;1,5;1,9;1,7;100,83310;16
Sentio;2017-12-11T00:00:00Z;2017-12-01;2017-12-06;2017;Dec 2017;2017-50;17511;13;S MP;S_MP;26,9;23,0;8,0;3,9;20,2;4,6;10,0;3,0;23,0;4,3;6,0;6,4;1,4;1,5;1,9;1,7;100,83310;16
Inizio;2017-12-14T00:00:00Z;2017-12-06;2017-12-12;2017;Dec 2017;2017-50;17514;13;S MP;S_MP;30,6;27,5;6,6;3,1;23,7;3,9;10,1;4,8;15,9;4,4;6,0;6,4;1,4;1,5;1,9;1,7;100,83310;16
Sifo;2017-12-15T00:00:00Z;2017-12-04;2017-12-14;2017;Dec 2017;2017-50;17515;13;S MP;S_MP;33,4;29,3;7,4;4,1;22,0;5,0;10,2;2,7;16,5;2,8;6,0;6,4;1,4;1,5;1,9;1,7;100,83310;16
Ipsos;2017-12-21T00:00:00Z;2017-12-06;2017-12-14;2017;Dec 2017;2017-51;17521;13;S MP;S_MP;32,0;28,0;7,0;4,0;23,0;5,0;10,0;3,0;16,0;4,0;6,0;6,4;1,4;1,5;1,9;1,7;100,83310;16
YouGov;2017-12-21T00:00:00Z;2017-12-15;2017-12-18;2017;Dec 2017;2017-51;17521;13;S MP;S_MP;29,4;25,5;7,0;3,9;22,7;4,9;7,9;3,3;20,5;4,3;6,0;6,4;1,4;1,5;1,9;1,7;100,83310;16
Novus;2017-12-29T00:00:00Z;2017-11-27;2017-12-21;2017;Dec 2017;2017-52;17529;13;S MP;S_MP;33,8;29,5;7,5;4,3;21,3;5,4;9,8;3,3;16,8;2,1;6,0;6,4;1,4;1,5;1,9;1,7;100,83310;16
Inizio;2018-01-10T00:00:00Z;2018-01-03;2018-01-08;2018;Jan 2018;2018-02;17541;NA;S MP;S_MP;31,9;28,3;7,4;3,6;23,7;3,4;9,9;4,0;16,0;3,7;7,0;6,4;0,6;1,7;1,7;1,6;100,75420;17
Demoskop;2018-01-11T00:00:00Z;2018-01-02;2018-01-09;2018;Jan 2018;2018-02;17542;NA;S MP;S_MP;32,2;27,8;7,2;4,4;22,6;4,5;9,2;2,9;17,9;3,5;7,0;6,4;0,6;1,7;1,7;1,6;100,75420;17
Sifo;2018-01-19T00:00:00Z;2018-01-08;2018-01-18;2018;Jan 2018;2018-03;17550;14;S MP;S_MP;31,9;27,8;7,7;4,1;24,4;5,1;8,8;2,9;16,2;3,0;7,0;6,4;0,6;1,7;1,7;1,6;100,75420;17
YouGov;2018-01-19T00:00:00Z;2018-01-12;2018-01-15;2018;Jan 2018;2018-03;17550;14;S MP;S_MP;30,7;26,2;7,8;4,5;20,9;3,8;9,1;2,5;20,5;4,7;7,0;6,4;0,6;1,7;1,7;1,6;100,75420;17
Sentio;2018-01-20T00:00:00Z;2018-01-12;2018-01-16;2018;Jan 2018;2018-03;17551;14;S MP;S_MP;30,8;27,0;7,1;3,8;19,9;3,6;8,6;2,9;22,2;4,9;7,0;6,4;0,6;1,7;1,7;1,6;100,75420;17
Novus;2018-01-25T00:00:00Z;2018-01-02;2018-01-21;2018;Jan 2018;2018-04;17556;NA;S MP;S_MP;32,7;28,6;7,6;4,1;23,8;5,0;8,9;2,7;16,5;2,8;7,0;6,4;0,6;1,7;1,7;1,6;100,75420;17
Ipsos;2018-01-28T00:00:00Z;2018-01-10;2018-01-21;2018;Jan 2018;2018-04;17559;14;S MP;S_MP;32,0;28,0;7,0;4,0;25,0;5,0;9,0;3,0;16,0;3,0;7,0;6,4;0,6;1,7;1,7;1,6;100,75420;17
Inizio;2018-02-07T00:00:00Z;2018-01-30;2018-02-05;2018;Feb 2018;2018-06;17569;NA;S MP;S_MP;31,7;28,5;6,8;3,2;24,6;4,0;9,3;4,1;15,6;3,9;6,3;6,3;1,6;2,1;1,7;1,6;100,53020;16
Demoskop;2018-02-09T00:00:00Z;2018-01-30;2018-02-06;2018;Feb 2018;2018-06;17571;NA;S MP;S_MP;32,4;27,3;7,2;5,1;23,9;4,9;9,3;3,5;15,4;3,4;6,3;6,3;1,6;2,1;1,7;1,6;100,53020;16
Skop;2018-02-12T00:00:00Z;2018-01-11;2018-02-02;2018;Feb 2018;2018-07;17574;NA;S MP;S_MP;30,0;26,9;7,7;3,1;25,0;5,1;10,7;3,5;15,5;2,5;6,3;6,3;1,6;2,1;1,7;1,6;100,53020;16
Sifo;2018-02-16T00:00:00Z;2018-02-05;2018-02-15;2018;Feb 2018;2018-07;17578;15;S MP;S_MP;31,9;27,3;7,2;4,6;23,8;5,0;10,5;2,8;16,2;2,6;6,3;6,3;1,6;2,1;1,7;1,6;100,53020;16
Sentio;2018-02-20T00:00:00Z;2018-02-09;2018-02-14;2018;Feb 2018;2018-08;17582;15;S MP;S_MP;27,9;24,6;9,0;3,3;21,0;4,4;10,8;2,2;21,9;2,8;6,3;6,3;1,6;2,1;1,7;1,6;100,53020;16
Ipsos;2018-02-20T00:00:00Z;2018-02-08;2018-02-19;2018;Feb 2018;2018-08;17582;15;S MP;S_MP;32,0;29,0;9,0;3,0;21,0;5,0;11,0;3,0;16,0;3,0;6,3;6,3;1,6;2,1;1,7;1,6;100,53020;16
Novus;2018-02-22T00:00:00Z;2018-01-22;2018-02-18;2018;Feb 2018;2018-08;17584;NA;S MP;S_MP;32,7;28,4;8,1;4,3;23,7;4,6;8,8;2,7;17,1;2,3;6,3;6,3;1,6;2,1;1,7;1,6;100,53020;16
YouGov;2018-02-22T00:00:00Z;2018-02-16;2018-02-19;2018;Feb 2018;2018-08;17584;15;S MP;S_MP;25,8;22,4;10,0;3,4;20,5;4,7;9,3;2,6;22,1;5,0;6,3;6,3;1,6;2,1;1,7;1,6;100,53020;16
Inizio;2018-03-09T00:00:00Z;2018-03-01;2018-03-05;2018;Mar 2018;2018-10;17599;15;S MP;S_MP;29,7;26,4;6,9;3,3;24,5;3,6;8,8;5,9;15,7;4,9;6,5;6,3;2,9;2,3;2,0;1,9;100,28100;21
Demoskop;2018-03-09T00:00:00Z;2018-02-27;2018-03-07;2018;Mar 2018;2018-10;17599;15;S MP;S_MP;31,8;27,2;8,5;4,6;21,8;5,1;7,9;3,3;18,6;3,0;6,5;6,3;2,9;2,3;2,0;1,9;100,28100;21
Sentio;2018-03-15T00:00:00Z;2018-03-08;2018-03-14;2018;Mar 2018;2018-11;17605;15;S MP;S_MP;29,3;24,6;8,1;4,7;19,5;3,9;6,5;4,8;23,0;4,9;6,5;6,3;2,9;2,3;2,0;1,9;100,28100;21
Sifo;2018-03-16T00:00:00Z;2018-03-05;2018-03-15;2018;Mar 2018;2018-11;17606;15;S MP;S_MP;32,8;29,0;7,7;3,8;23,1;4,4;10,0;3,0;15,9;3,1;6,5;6,3;2,9;2,3;2,0;1,9;100,28100;21
Ipsos;2018-03-21T00:00:00Z;2018-03-09;2018-03-19;2018;Mar 2018;2018-12;17611;15;S MP;S_MP;32,0;28,0;9,0;4,0;21,0;5,0;10,0;3,0;17,0;3,0;6,5;6,3;2,9;2,3;2,0;1,9;100,28100;21
YouGov;2018-03-21T00:00:00Z;2018-03-16;2018-03-19;2018;Mar 2018;2018-12;17611;15;S MP;S_MP;28,0;24,0;8,3;4,0;18,8;4,7;7,6;3,6;22,4;6,6;6,5;6,3;2,9;2,3;2,0;1,9;100,28100;21
Novus;2018-03-25T00:00:00Z;2018-02-19;2018-03-18;2018;Mar 2018;2018-12;17615;15;S MP;S_MP;31,6;27,8;7,8;3,8;22,6;5,0;9,3;3,2;17,8;2,7;6,5;6,3;2,9;2,3;2,0;1,9;100,28100;21
Demoskop;2018-04-05T00:00:00Z;2018-03-27;2018-04-04;2018;Apr 2018;2018-14;17626;NA;S MP;S_MP;31,1;25,9;8,7;5,2;22,2;4,0;9,5;3,3;18,8;2,4;6,8;6,3;3,6;2,4;1,9;1,7;100,08070;18
Inizio;2018-04-11T00:00:00Z;2018-04-03;2018-04-09;2018;Apr 2018;2018-15;17632;16;S MP;S_MP;31,3;27,3;6,5;4,0;23,3;3,9;9,0;5,1;15,9;5,0;6,8;6,3;3,6;2,4;1,9;1,7;100,08070;18
Sifo;2018-04-13T00:00:00Z;2018-04-02;2018-04-12;2018;Apr 2018;2018-15;17634;16;S MP;S_MP;32,5;28,4;8,1;4,1;23,0;4,4;9,7;3,4;14,8;4,1;6,8;6,3;3,6;2,4;1,9;1,7;100,08070;18
Skop;2018-04-16T00:00:00Z;2018-03-16;2018-04-13;2018;Apr 2018;2018-16;17637;NA;S MP;S_MP;30,2;26,7;7,0;3,5;25,1;5,1;9,0;4,3;16,7;2,6;6,8;6,3;3,6;2,4;1,9;1,7;100,08070;18
Sentio;2018-04-19T00:00:00Z;2018-04-05;2018-04-10;2018;Apr 2018;2018-16;17640;16;S MP;S_MP;30,3;25,9;8,3;4,4;20,1;4,4;6,4;2,4;21,4;6,7;6,8;6,3;3,6;2,4;1,9;1,7;100,08070;18
YouGov;2018-04-19T00:00:00Z;2018-04-13;2018-04-16;2018;Apr 2018;2018-16;17640;16;S MP;S_MP;27,2;23,3;8,5;3,9;19,9;4,0;8,9;3,2;22,1;6,2;6,8;6,3;3,6;2,4;1,9;1,7;100,08070;18
Novus;2018-04-23T00:00:00Z;2018-03-19;2018-04-15;2018;Apr 2018;2018-17;17644;NA;S MP;S_MP;30,9;26,9;8,1;4,0;22,1;5,0;9,2;3,5;18,2;3,0;6,8;6,3;3,6;2,4;1,9;1,7;100,08070;18
Ipsos;2018-04-26T00:00:00Z;2018-04-12;2018-04-23;2018;Apr 2018;2018-17;17647;16;S MP;S_MP;30,0;26,0;8,0;4,0;21,0;5,0;12,0;3,0;17,0;4,0;6,8;6,3;3,6;2,4;1,9;1,7;100,08070;18
Demoskop;2018-05-06T00:00:00Z;2018-04-24;2018-05-02;2018;May 2018;2018-18;17657;16;S MP;S_MP;30,7;26,3;7,7;4,4;22,3;4,9;9,1;2,9;19,4;3,0;6,5;6,3;2,7;2,1;2,1;1,9;99,88286;17
Sentio;2018-05-09T00:00:00Z;2018-05-04;2018-05-07;2018;May 2018;2018-19;17660;16;S MP;S_MP;29,7;25,3;9,2;4,4;20,4;3,7;7,6;2,1;23,1;4,2;6,5;6,3;2,7;2,1;2,1;1,9;99,88286;17
Inizio;2018-05-11T00:00:00Z;2018-05-01;2018-05-07;2018;May 2018;2018-19;17662;16;S MP;S_MP;30,4;26,6;7,4;3,8;22,4;4,2;9,0;4,8;16,9;4,9;6,5;6,3;2,7;2,1;2,1;1,9;99,88286;17
YouGov;2018-05-17T00:00:00Z;2018-05-11;2018-05-14;2018;May 2018;2018-20;17668;16;S MP;S_MP;26,6;23,0;9,0;3,6;18,3;4,2;10,1;3,0;23,0;5,8;6,5;6,3;2,7;2,1;2,1;1,9;99,88286;17
Sifo;2018-05-18T00:00:00Z;2018-05-07;2018-05-17;2018;May 2018;2018-20;17669;16;S MP;S_MP;29,2;25,2;9,3;4,0;23,6;4,8;8,1;3,5;18,7;2,8;6,5;6,3;2,7;2,1;2,1;1,9;99,88286;17
Novus;2018-05-21T00:00:00Z;2018-04-16;2018-05-13;2018;May 2018;2018-21;17672;16;S MP;S_MP;31,2;26,9;8,4;4,3;20,6;4,4;9,4;3,5;19,2;3,3;6,5;6,3;2,7;2,1;2,1;1,9;99,88286;17
Ipsos;2018-05-22T00:00:00Z;2018-05-10;2018-05-21;2018;May 2018;2018-21;17673;16;S MP;S_MP;28,0;24,0;9,0;4,0;22,0;5,0;9,0;4,0;20,0;3,0;6,5;6,3;2,7;2,1;2,1;1,9;99,88286;17
Inizio;2018-06-01T00:00:00Z;2018-05-21;2018-05-30;2018;Jun 2018;2018-22;17683;16;S MP;S_MP;28,4;24,5;8,2;3,9;22,0;4,3;9,5;4,9;19,5;3,2;7,2;6,3;2,1;1,6;2,2;2,1;99,68098;10
SCB;2018-06-05T00:00:00Z;2018-04-27;2018-05-29;2018;Jun 2018;2018-23;17687;16;S MP;S_MP;32,6;28,3;7,4;4,3;22,6;4,4;8,7;2,9;18,5;2,9;7,2;6,3;2,1;1,6;2,2;2,1;99,68098;10
Sentio;2018-06-06T00:00:00Z;2018-06-01;2018-06-05;2018;Jun 2018;2018-23;17688;16;S MP;S_MP;26,5;21,7;9,7;4,8;17,1;7,0;7,2;3,3;26,1;3,1;7,2;6,3;2,1;1,6;2,2;2,1;99,68098;10
Novus;2018-06-07T00:00:00Z;2018-05-14;2018-06-06;2018;Jun 2018;2018-23;17689;16;S MP;S_MP;28,3;23,8;9,1;4,5;21,1;4,6;8,9;2,9;21,9;3,2;7,2;6,3;2,1;1,6;2,2;2,1;99,68098;10
Demoskop;2018-06-10T00:00:00Z;2018-05-29;2018-06-06;2018;Jun 2018;2018-23;17692;16;S MP;S_MP;28,0;23,1;8,3;4,9;19,9;5,1;9,8;3,8;21,0;4,1;7,2;6,3;2,1;1,6;2,2;2,1;99,68098;10
Sifo;2018-06-15T00:00:00Z;2018-06-04;2018-06-14;2018;Jun 2018;2018-24;17697;16;S MP;S_MP;30,1;26,1;9,8;4,0;20,6;4,9;10,8;2,4;18,5;2,9;7,2;6,3;2,1;1,6;2,2;2,1;99,68098;10
Ipsos;2018-06-20T00:00:00Z;2018-06-07;2018-06-18;2018;Jun 2018;2018-25;17702;16;S MP;S_MP;28,3;24,1;9,5;4,2;19,1;6,2;10,1;2,7;20,5;3,6;7,2;6,3;2,1;1,6;2,2;2,1;99,68098;10
YouGov;2018-06-20T00:00:00Z;2018-06-15;2018-06-18;2018;Jun 2018;2018-25;17702;16;S MP;S_MP;25,8;22,0;9,3;3,8;17,3;4,3;7,1;3,1;28,5;4,6;7,2;6,3;2,1;1,6;2,2;2,1;99,68098;10
Skop;2018-06-26T00:00:00Z;2018-05-08;2018-06-22;2018;Jun 2018;2018-26;17708;16;S MP;S_MP;30,8;26,3;7,6;4,5;22,9;4,5;9,0;2,5;19,0;3,7;7,2;6,3;2,1;1,6;2,2;2,1;99,68098;10
Novus;2018-06-29T00:00:00Z;2018-06-07;2018-06-24;2018;Jun 2018;2018-26;17711;16;S MP;S_MP;29,2;24,5;9,0;4,7;19,8;4,8;8,9;3,4;22,4;2,5;7,2;6,3;2,1;1,6;2,2;2,1;99,68098;10
